ISIN,Strategy Key,Language,Fund Name,Currency,Last Updated Date,Text
LU0114720955,12051,en,Fidelity Funds - Global Healthcare Fund A-DIST-EUR,EUR,2024-09-26 16:15:22,August 2024
LU0114720955,12051,zh-HK,Fidelity Funds - Global Healthcare Fund A-DIST-EUR,EUR,2024-09-26 16:15:22,
LU0114720955,12051,zh-CN,Fidelity Funds - Global Healthcare Fund A-DIST-EUR,EUR,2024-09-26 16:15:22,
LU0114722902,13206,en,Fidelity Funds - Global Industrials Fund A-DIST-EUR,EUR,2024-09-26 16:30:58,August 2024
LU0114722902,13206,zh-HK,Fidelity Funds - Global Industrials Fund A-DIST-EUR,EUR,2024-09-26 16:30:58,
LU0114722902,13206,zh-CN,Fidelity Funds - Global Industrials Fund A-DIST-EUR,EUR,2024-09-26 16:30:58,
LU0353649279,33845,en,Fidelity Funds - Global Inflation-linked Bond Fund A-Acc-EUR (hedged),EUR,2024-09-26 16:31:16,August 2024
LU0353649279,33845,zh-HK,Fidelity Funds - Global Inflation-linked Bond Fund A-Acc-EUR (hedged),EUR,2024-09-26 16:31:16,
LU0353649279,33845,zh-CN,Fidelity Funds - Global Inflation-linked Bond Fund A-Acc-EUR (hedged),EUR,2024-09-26 16:31:16,
LU0353648891,13207,en,Fidelity Funds - Global Inflation-linked Bond Fund A-Acc-USD,USD,2024-09-26 16:31:16,August 2024
LU0353648891,13207,zh-HK,Fidelity Funds - Global Inflation-linked Bond Fund A-Acc-USD,USD,2024-09-26 16:31:16,
LU0353648891,13207,zh-CN,Fidelity Funds - Global Inflation-linked Bond Fund A-Acc-USD,USD,2024-09-26 16:31:16,
LU0080751232,13204,en,Fidelity Funds - Global Multi Asset Dynamic Fund A-DIST-USD,USD,2024-09-26 16:30:45,August 2024
LU0080751232,13204,zh-HK,Fidelity Funds - Global Multi Asset Dynamic Fund A-DIST-USD,USD,2024-09-26 16:30:45,
LU0080751232,13204,zh-CN,Fidelity Funds - Global Multi Asset Dynamic Fund A-DIST-USD,USD,2024-09-26 16:30:45,
LU0905234067,45737,en,Fidelity Funds - Global Multi Asset Income Fund A-Acc-HKD,HKD,2024-09-26 17:32:33,August 2024
LU0905234067,45737,zh-HK,Fidelity Funds - Global Multi Asset Income Fund A-Acc-HKD,HKD,2024-09-26 17:32:33,
LU0905234067,45737,zh-CN,Fidelity Funds - Global Multi Asset Income Fund A-Acc-HKD,HKD,2024-09-26 17:32:33,
LU0905233846,45727,en,Fidelity Funds - Global Multi Asset Income Fund A-Acc-USD,USD,2024-09-26 17:32:33,August 2024
LU0905233846,45727,zh-HK,Fidelity Funds - Global Multi Asset Income Fund A-Acc-USD,USD,2024-09-26 17:32:33,
LU0905233846,45727,zh-CN,Fidelity Funds - Global Multi Asset Income Fund A-Acc-USD,USD,2024-09-26 17:32:33,
LU0905234497,45822,en,Fidelity Funds - Global Multi Asset Income Fund A-MINCOME(G)-HKD,HKD,2024-09-26 17:32:33,August 2024
LU0905234497,45822,zh-HK,Fidelity Funds - Global Multi Asset Income Fund A-MINCOME(G)-HKD,HKD,2024-09-26 17:32:33,
LU0905234497,45822,zh-CN,Fidelity Funds - Global Multi Asset Income Fund A-MINCOME(G)-HKD,HKD,2024-09-26 17:32:33,
LU0905234141,45774,en,Fidelity Funds - Global Multi Asset Income Fund A-MINCOME(G)-USD,USD,2024-09-26 17:32:33,August 2024
LU0905234141,45774,zh-HK,Fidelity Funds - Global Multi Asset Income Fund A-MINCOME(G)-USD,USD,2024-09-26 17:32:33,
LU0905234141,45774,zh-CN,Fidelity Funds - Global Multi Asset Income Fund A-MINCOME(G)-USD,USD,2024-09-26 17:32:33,
LU0237698757,9118,en,Fidelity Funds - Global Property Fund A-Acc-EUR,EUR,2024-03-21 13:14:53,August 2022
LU0237698757,9118,zh-HK,Fidelity Funds - Global Property Fund A-Acc-EUR,EUR,2024-03-21 13:14:53,
LU0237698757,9118,zh-CN,Fidelity Funds - Global Property Fund A-Acc-EUR,EUR,2024-03-21 13:14:53,
LU0237698914,9120,en,Fidelity Funds - Global Property Fund A-Acc-USD,USD,2024-03-21 13:14:53,August 2022
LU0237698914,9120,zh-HK,Fidelity Funds - Global Property Fund A-Acc-USD,USD,2024-03-21 13:14:53,
LU0237698914,9120,zh-CN,Fidelity Funds - Global Property Fund A-Acc-USD,USD,2024-03-21 13:14:53,
LU0237697510,33846,en,Fidelity Funds - Global Property Fund A-DIST-EUR,EUR,2024-03-21 13:14:53,August 2022
LU0237697510,33846,zh-HK,Fidelity Funds - Global Property Fund A-DIST-EUR,EUR,2024-03-21 13:14:53,
LU0237697510,33846,zh-CN,Fidelity Funds - Global Property Fund A-DIST-EUR,EUR,2024-03-21 13:14:53,
LU0237698245,8353,en,Fidelity Funds - Global Property Fund A-DIST-USD,USD,2024-03-21 13:14:53,August 2022
LU0237698245,8353,zh-HK,Fidelity Funds - Global Property Fund A-DIST-USD,USD,2024-03-21 13:14:53,
LU0237698245,8353,zh-CN,Fidelity Funds - Global Property Fund A-DIST-USD,USD,2024-03-21 13:14:53,
LU1235294995,68516,en,Fidelity Funds - Global Technology Fund A-Acc-USD (hedged),USD,2024-09-26 16:03:32,August 2024
LU1235294995,68516,zh-HK,Fidelity Funds - Global Technology Fund A-Acc-USD (hedged),USD,2024-09-26 16:03:32,
LU1235294995,68516,zh-CN,Fidelity Funds - Global Technology Fund A-Acc-USD (hedged),USD,2024-09-26 16:03:32,
LU0099574567,8354,en,Fidelity Funds - Global Technology Fund A-DIST-EUR,EUR,2024-09-26 16:03:32,August 2024
LU0099574567,8354,zh-HK,Fidelity Funds - Global Technology Fund A-DIST-EUR,EUR,2024-09-26 16:03:32,
LU0099574567,8354,zh-CN,Fidelity Funds - Global Technology Fund A-DIST-EUR,EUR,2024-09-26 16:03:32,
LU0048584097,17093,en,Fidelity Funds - Global Thematic Opportunities Fund A-USD,USD,2024-09-26 17:56:19,August 2024
LU0048584097,17093,zh-HK,Fidelity Funds - Global Thematic Opportunities Fund A-USD,USD,2024-09-26 17:56:19,
LU0048584097,17093,zh-CN,Fidelity Funds - Global Thematic Opportunities Fund A-USD,USD,2024-09-26 17:56:19,
LU0048580855,8355,en,Fidelity Funds - Greater China Fund A-DIST-USD,USD,2024-09-26 16:04:07,August 2024
LU0048580855,8355,zh-HK,Fidelity Funds - Greater China Fund A-DIST-USD,USD,2024-09-26 16:04:07,
LU0048580855,8355,zh-CN,Fidelity Funds - Greater China Fund A-DIST-USD,USD,2024-09-26 16:04:07,
LU0048581077,13212,en,Fidelity Funds - Iberia Fund A-DIST-EUR,EUR,2024-09-26 16:32:03,August 2024
LU0048581077,13212,zh-HK,Fidelity Funds - Iberia Fund A-DIST-EUR,EUR,2024-09-26 16:32:03,
LU0048581077,13212,zh-CN,Fidelity Funds - Iberia Fund A-DIST-EUR,EUR,2024-09-26 16:32:03,
LU0197229882,13213,en,Fidelity Funds - India Focus Fund A-USD,USD,2024-09-26 16:32:14,August 2024
LU0197229882,13213,zh-HK,Fidelity Funds - India Focus Fund A-USD,USD,2024-09-26 16:32:14,
LU0197229882,13213,zh-CN,Fidelity Funds - India Focus Fund A-USD,USD,2024-09-26 16:32:14,
LU0055114457,13214,en,Fidelity Funds - Indonesia Fund A-DIST-USD,USD,2024-09-26 16:32:25,August 2024
LU0055114457,13214,zh-HK,Fidelity Funds - Indonesia Fund A-DIST-USD,USD,2024-09-26 16:32:25,
LU0055114457,13214,zh-CN,Fidelity Funds - Indonesia Fund A-DIST-USD,USD,2024-09-26 16:32:25,
LU0048584766,13217,en,Fidelity Funds - Italy Fund A-DIST-EUR,EUR,2024-09-26 16:32:36,August 2024
LU0048584766,13217,zh-HK,Fidelity Funds - Italy Fund A-DIST-EUR,EUR,2024-09-26 16:32:36,
LU0048584766,13217,zh-CN,Fidelity Funds - Italy Fund A-DIST-EUR,EUR,2024-09-26 16:32:36,
LU0048587603,8357,en,Fidelity Funds - Japan Smaller Companies Fund A-DIST-JPY,JPY,2024-03-21 13:45:35,August 2021
LU0048587603,8357,zh-HK,Fidelity Funds - Japan Smaller Companies Fund A-DIST-JPY,JPY,2024-03-21 13:45:35,
LU0048587603,8357,zh-CN,Fidelity Funds - Japan Smaller Companies Fund A-DIST-JPY,JPY,2024-03-21 13:45:35,
LU0997587083,103414,en,Fidelity Funds - Japan Value Fund A-Acc-USD (hedged),USD,2024-09-26 16:45:55,August 2024
LU0997587083,103414,zh-HK,Fidelity Funds - Japan Value Fund A-Acc-USD (hedged),USD,2024-09-26 16:45:55,
LU0997587083,103414,zh-CN,Fidelity Funds - Japan Value Fund A-Acc-USD (hedged),USD,2024-09-26 16:45:55,
LU0161332480,17117,en,Fidelity Funds - Japan Value Fund A-DIST-JPY,JPY,2024-09-26 16:45:55,August 2024
LU0161332480,17117,zh-HK,Fidelity Funds - Japan Value Fund A-DIST-JPY,JPY,2024-09-26 16:45:55,
LU0161332480,17117,zh-CN,Fidelity Funds - Japan Value Fund A-DIST-JPY,JPY,2024-09-26 16:45:55,
LU2788007339,755452,en,Fidelity Funds - Japan Value Fund A-MCDIST(G)-JPY,JPY,2024-09-26 16:45:55,August 2024
LU2788007339,755452,zh-HK,Fidelity Funds - Japan Value Fund A-MCDIST(G)-JPY,JPY,2024-09-26 16:45:55,
LU2788007339,755452,zh-CN,Fidelity Funds - Japan Value Fund A-MCDIST(G)-JPY,JPY,2024-09-26 16:45:55,
LU2788007255,755453,en,Fidelity Funds - Japan Value Fund A-MCDIST(G)-USD(H),USD,2024-09-26 16:45:55,August 2024
LU2788007255,755453,zh-HK,Fidelity Funds - Japan Value Fund A-MCDIST(G)-USD(H),USD,2024-09-26 16:45:55,
LU2788007255,755453,zh-CN,Fidelity Funds - Japan Value Fund A-MCDIST(G)-USD(H),USD,2024-09-26 16:45:55,
LU2908689552,818163,en,Fidelity Funds - Japan Value Fund A2-DIST-JPY,JPY,2025-05-21 09:18:17,April 2025
LU2908689552,818163,zh-HK,Fidelity Funds - Japan Value Fund A2-DIST-JPY,JPY,2025-05-21 09:18:17,
LU2908689552,818163,zh-CN,Fidelity Funds - Japan Value Fund A2-DIST-JPY,JPY,2025-05-21 09:18:17,
LU0050427557,13220,en,Fidelity Funds - Latin America Fund A-DIST-USD,USD,2024-09-26 16:32:50,August 2024
LU0050427557,13220,zh-HK,Fidelity Funds - Latin America Fund A-DIST-USD,USD,2024-09-26 16:32:50,
LU0050427557,13220,zh-CN,Fidelity Funds - Latin America Fund A-DIST-USD,USD,2024-09-26 16:32:50,
LU0048587868,13221,en,Fidelity Funds - Malaysia Fund A-DIST-USD,USD,2024-03-23 06:11:54,August 2021
LU0048587868,13221,zh-HK,Fidelity Funds - Malaysia Fund A-DIST-USD,USD,2024-03-23 06:11:54,
LU0048587868,13221,zh-CN,Fidelity Funds - Malaysia Fund A-DIST-USD,USD,2024-03-23 06:11:54,
LU0048588080,23372,en,Fidelity Funds - Nordic Fund A-DIST-SEK,SEK,2024-09-26 17:50:59,August 2024
LU0048588080,23372,zh-HK,Fidelity Funds - Nordic Fund A-DIST-SEK,SEK,2024-09-26 17:50:59,
LU0048588080,23372,zh-CN,Fidelity Funds - Nordic Fund A-DIST-SEK,SEK,2024-09-26 17:50:59,
LU0049112450,8358,en,Fidelity Funds - Pacific Fund A-DIST-USD,USD,2024-09-26 16:04:41,August 2024
LU0049112450,8358,zh-HK,Fidelity Funds - Pacific Fund A-DIST-USD,USD,2024-09-26 16:04:41,
LU0049112450,8358,zh-CN,Fidelity Funds - Pacific Fund A-DIST-USD,USD,2024-09-26 16:04:41,
LU0048588163,12067,en,Fidelity Funds - Singapore Fund A-DIST-USD,USD,2024-08-06 06:14:47,April 2024
LU0048588163,12067,zh-HK,Fidelity Funds - Singapore Fund A-DIST-USD,USD,2024-08-06 06:14:47,
LU0048588163,12067,zh-CN,Fidelity Funds - Singapore Fund A-DIST-USD,USD,2024-08-06 06:14:47,
LU0054754816,33859,en,Fidelity Funds - Switzerland Fund A-DIST-CHF,CHF,2024-09-26 17:48:47,August 2024
LU0054754816,33859,zh-HK,Fidelity Funds - Switzerland Fund A-DIST-CHF,CHF,2024-09-26 17:48:47,
LU0054754816,33859,zh-CN,Fidelity Funds - Switzerland Fund A-DIST-CHF,CHF,2024-09-26 17:48:47,
LU0075458603,8346,en,Fidelity Funds - Taiwan Fund A-DIST-USD,USD,2024-03-23 06:25:43,August 2021
LU0075458603,8346,zh-HK,Fidelity Funds - Taiwan Fund A-DIST-USD,USD,2024-03-23 06:25:43,
LU0075458603,8346,zh-CN,Fidelity Funds - Taiwan Fund A-DIST-USD,USD,2024-03-23 06:25:43,
LU0048621477,12068,en,Fidelity Funds - Thailand Fund A-DIST-USD,USD,2024-09-26 16:15:55,August 2024
LU0048621477,12068,zh-HK,Fidelity Funds - Thailand Fund A-DIST-USD,USD,2024-09-26 16:15:55,
LU0048621477,12068,zh-CN,Fidelity Funds - Thailand Fund A-DIST-USD,USD,2024-09-26 16:15:55,
LU0048621717,8359,en,Fidelity Funds - United Kingdom Fund A-DIST-GBP,GBP,2024-03-23 06:29:32,August 2021
LU0048621717,8359,zh-HK,Fidelity Funds - United Kingdom Fund A-DIST-GBP,GBP,2024-03-23 06:29:32,
LU0048621717,8359,zh-CN,Fidelity Funds - United Kingdom Fund A-DIST-GBP,GBP,2024-03-23 06:29:32,
LU0048622798,13226,en,Fidelity Funds - US Dollar Bond Fund A-DIST-USD,USD,2024-11-18 14:10:49,August 2024
LU0048622798,13226,zh-HK,Fidelity Funds - US Dollar Bond Fund A-DIST-USD,USD,2024-11-18 14:10:49,
LU0048622798,13226,zh-CN,Fidelity Funds - US Dollar Bond Fund A-DIST-USD,USD,2024-11-18 14:10:49,
LU2730164147,774084,en,Fidelity Funds - US Dollar Bond Fund A-MCDIST(G)-AUD (hedged),AUD,2024-11-18 14:10:49,August 2024
LU2730164147,774084,zh-HK,Fidelity Funds - US Dollar Bond Fund A-MCDIST(G)-AUD (hedged),AUD,2024-11-18 14:10:49,
LU2730164147,774084,zh-CN,Fidelity Funds - US Dollar Bond Fund A-MCDIST(G)-AUD (hedged),AUD,2024-11-18 14:10:49,
LU2731966094,746973,en,Fidelity Funds - US Dollar Bond Fund A-MCDIST(G)-JPY (hedged),JPY,2024-11-18 14:10:49,August 2024
LU2731966094,746973,zh-HK,Fidelity Funds - US Dollar Bond Fund A-MCDIST(G)-JPY (hedged),JPY,2024-11-18 14:10:49,
LU2731966094,746973,zh-CN,Fidelity Funds - US Dollar Bond Fund A-MCDIST(G)-JPY (hedged),JPY,2024-11-18 14:10:49,
LU2730164063,774083,en,Fidelity Funds - US Dollar Bond Fund A-MCDIST-EUR (hedged),EUR,2024-11-18 14:10:49,August 2024
LU2730164063,774083,zh-HK,Fidelity Funds - US Dollar Bond Fund A-MCDIST-EUR (hedged),EUR,2024-11-18 14:10:49,
LU2730164063,774083,zh-CN,Fidelity Funds - US Dollar Bond Fund A-MCDIST-EUR (hedged),EUR,2024-11-18 14:10:49,
LU2730163925,774082,en,Fidelity Funds - US Dollar Bond Fund A-MCDIST-GBP (hedged),GBP,2024-11-18 14:10:49,August 2024
LU2730163925,774082,zh-HK,Fidelity Funds - US Dollar Bond Fund A-MCDIST-GBP (hedged),GBP,2024-11-18 14:10:49,
LU2730163925,774082,zh-CN,Fidelity Funds - US Dollar Bond Fund A-MCDIST-GBP (hedged),GBP,2024-11-18 14:10:49,
LU2231582003,366127,en,Fidelity Funds - US Dollar Bond Fund A-MCDIST-HKD,HKD,2024-11-18 14:10:49,August 2024
LU2231582003,366127,zh-HK,Fidelity Funds - US Dollar Bond Fund A-MCDIST-HKD,HKD,2024-11-18 14:10:49,
LU2231582003,366127,zh-CN,Fidelity Funds - US Dollar Bond Fund A-MCDIST-HKD,HKD,2024-11-18 14:10:49,
LU2231581880,713158,en,Fidelity Funds - US Dollar Bond Fund A-MCDIST-USD,USD,2024-11-18 14:10:49,August 2024
LU2231581880,713158,zh-HK,Fidelity Funds - US Dollar Bond Fund A-MCDIST-USD,USD,2024-11-18 14:10:49,
LU2231581880,713158,zh-CN,Fidelity Funds - US Dollar Bond Fund A-MCDIST-USD,USD,2024-11-18 14:10:49,
LU0168055563,17124,en,Fidelity Funds - US Dollar Bond Fund A-MDIST-USD,USD,2024-11-18 14:10:49,August 2024
LU0168055563,17124,zh-HK,Fidelity Funds - US Dollar Bond Fund A-MDIST-USD,USD,2024-11-18 14:10:49,
LU0168055563,17124,zh-CN,Fidelity Funds - US Dollar Bond Fund A-MDIST-USD,USD,2024-11-18 14:10:49,
LU0261952922,13228,en,Fidelity Funds - US Dollar Cash Fund A-Acc-USD,USD,2024-09-26 16:34:44,August 2024
LU0261952922,13228,zh-HK,Fidelity Funds - US Dollar Cash Fund A-Acc-USD,USD,2024-09-26 16:34:44,
LU0261952922,13228,zh-CN,Fidelity Funds - US Dollar Cash Fund A-Acc-USD,USD,2024-09-26 16:34:44,
LU0064963852,22242,en,Fidelity Funds - US Dollar Cash Fund A-DIST-USD,USD,2024-09-26 16:34:44,August 2024
LU0064963852,22242,zh-HK,Fidelity Funds - US Dollar Cash Fund A-DIST-USD,USD,2024-09-26 16:34:44,
LU0064963852,22242,zh-CN,Fidelity Funds - US Dollar Cash Fund A-DIST-USD,USD,2024-09-26 16:34:44,
LU0132282301,13231,en,Fidelity Funds - US High Yield Fund A-DIST-USD,USD,2024-09-26 16:35:14,August 2024
LU0132282301,13231,zh-HK,Fidelity Funds - US High Yield Fund A-DIST-USD,USD,2024-09-26 16:35:14,
LU0132282301,13231,zh-CN,Fidelity Funds - US High Yield Fund A-DIST-USD,USD,2024-09-26 16:35:14,
LU0168057262,17125,en,Fidelity Funds - US High Yield Fund A-MDIST-USD,USD,2024-09-26 16:35:14,August 2024
LU0168057262,17125,zh-HK,Fidelity Funds - US High Yield Fund A-MDIST-USD,USD,2024-09-26 16:35:14,
LU0168057262,17125,zh-CN,Fidelity Funds - US High Yield Fund A-MDIST-USD,USD,2024-09-26 16:35:14,
LU0937948932,45302,en,Fidelity Funds - US High Yield Fund A-MINCOME(G)-USD,USD,2024-09-26 16:35:14,August 2024
LU0937948932,45302,zh-HK,Fidelity Funds - US High Yield Fund A-MINCOME(G)-USD,USD,2024-09-26 16:35:14,
LU0937948932,45302,zh-CN,Fidelity Funds - US High Yield Fund A-MINCOME(G)-USD,USD,2024-09-26 16:35:14,
LU0532245395,36673,en,Fidelity Funds - US High Yield Fund A-MINCOME-HKD,HKD,2024-09-26 16:35:14,August 2024
LU0532245395,36673,zh-HK,Fidelity Funds - US High Yield Fund A-MINCOME-HKD,HKD,2024-09-26 16:35:14,
LU0532245395,36673,zh-CN,Fidelity Funds - US High Yield Fund A-MINCOME-HKD,HKD,2024-09-26 16:35:14,
LU0069449576,20480,en,Fidelity Funds - World Fund A-DIST-EUR,EUR,2024-09-26 17:51:33,August 2024
LU0069449576,20480,zh-HK,Fidelity Funds - World Fund A-DIST-EUR,EUR,2024-09-26 17:51:33,
LU0069449576,20480,zh-CN,Fidelity Funds - World Fund A-DIST-EUR,EUR,2024-09-26 17:51:33,
LU2616044850,774081,en,FIDELITY FUNDS US DOLLAR BOND FUND A (RMB HEDGED) - MCDIST(G),RMB,2024-11-18 14:10:49,August 2024
LU2616044850,774081,zh-HK,FIDELITY FUNDS US DOLLAR BOND FUND A (RMB HEDGED) - MCDIST(G),RMB,2024-11-18 14:10:49,
LU2616044850,774081,zh-CN,FIDELITY FUNDS US DOLLAR BOND FUND A (RMB HEDGED) - MCDIST(G),RMB,2024-11-18 14:10:49,
LU0889565916,68518,en,Franklin Biotechnology Discovery Fund A(acc)HKD,HKD,2025-05-04 13:13:58,April 2025
LU0889565916,68518,zh-CN,Franklin Biotechnology Discovery Fund A(acc)HKD,HKD,2025-05-04 13:13:58,
LU0889565916,68518,zh-HK,Franklin Biotechnology Discovery Fund A(acc)HKD,HKD,2025-05-04 13:13:58,
LU0109394709,12185,en,Franklin Biotechnology Discovery Fund A(acc)USD,USD,2025-05-04 13:13:58,April 2025
LU0109394709,12185,zh-HK,Franklin Biotechnology Discovery Fund A(acc)USD,USD,2025-05-04 13:13:58,
LU0109394709,12185,zh-CN,Franklin Biotechnology Discovery Fund A(acc)USD,USD,2025-05-04 13:13:58,
LU0109394881,36674,en,Franklin Biotechnology Discovery Fund B(acc)USD,USD,2025-05-04 13:13:58,April 2025
LU0109394881,36674,zh-HK,Franklin Biotechnology Discovery Fund B(acc)USD,USD,2025-05-04 13:13:58,
LU0109394881,36674,zh-CN,Franklin Biotechnology Discovery Fund B(acc)USD,USD,2025-05-04 13:13:58,
LU0093669546,17204,en,Franklin Euro Government Bond Fund A(Ydis)EUR,EUR,2025-05-04 13:14:28,April 2025
LU0093669546,17204,zh-HK,Franklin Euro Government Bond Fund A(Ydis)EUR,EUR,2025-05-04 13:14:28,
LU0093669546,17204,zh-CN,Franklin Euro Government Bond Fund A(Ydis)EUR,EUR,2025-05-04 13:14:28,
LU0109395268,17205,en,Franklin Euro High Yield Fund A(Ydis)EUR,EUR,2025-05-04 13:14:43,April 2025
LU0109395268,17205,zh-HK,Franklin Euro High Yield Fund A(Ydis)EUR,EUR,2025-05-04 13:14:43,
LU0109395268,17205,zh-CN,Franklin Euro High Yield Fund A(Ydis)EUR,EUR,2025-05-04 13:14:43,
