STRATEGYKEY,TICKERNAME,ISIN,CCY,ACTIVE,LOCALE,DOCDATE,EXTERNALURL
17124,Fidelity Funds - US Dollar Bond Fund A-MDIST-USD,LU0168055563,USD,true,en,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR060O5&documenttype=76&market=0&investmenttype=1&frame=0
45036,Invesco Funds Series - Invesco Japanese Equity Core Fund A (USD Hedged) Accumulation USD,IE00B79Y1J76,USD,false,zh_TW,2018-04-04 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000OI95&documenttype=76&market=1447&investmenttype=1&frame=0
45036,Invesco Funds Series - Invesco Japanese Equity Core Fund A (USD Hedged) Accumulation USD,IE00B79Y1J76,USD,false,en,2018-04-04 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000OI95&documenttype=76&market=1447&investmenttype=1&frame=0
17235,Franklin Japan Fund A(acc)USD,LU0231790832,USD,true,zh_TW,2011-06-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0GBR06Q3E&documenttype=76&market=1447&investmenttype=1&frame=0
17235,Franklin Japan Fund A(acc)USD,LU0231790832,USD,true,en,2011-06-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0GBR06Q3E&documenttype=76&market=1447&investmenttype=1&frame=0
19624,Schroder Alternative Solutions Agriculture Fund A Accumulation USD,LU0269888532,USD,false,zh_TW,2019-09-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=FOGBR05U7C&documenttype=76&market=1447&investmenttype=1&frame=0
19624,Schroder Alternative Solutions Agriculture Fund A Accumulation USD,LU0269888532,USD,false,en,2019-09-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=FOGBR05U7C&documenttype=76&market=1447&investmenttype=1&frame=0
19624,Schroder Alternative Solutions Agriculture Fund A Accumulation USD,LU0269888532,USD,false,en,2014-01-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=FOGBR05U7C&documenttype=76&market=0&investmenttype=1&frame=0
45052,FTGF Western Asset Global High Yield Fund Class A US$ Distributing (M) Plus,IE00B7SBJ061,USD,true,zh_CN,2013-01-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F00000PC7T&documenttype=76&market=1447&investmenttype=1&frame=0
45052,FTGF Western Asset Global High Yield Fund Class A US$ Distributing (M) Plus,IE00B7SBJ061,USD,true,zh_TW,2024-06-07 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PC7T&documenttype=76&market=1447&investmenttype=1&frame=0
45052,FTGF Western Asset Global High Yield Fund Class A US$ Distributing (M) Plus,IE00B7SBJ061,USD,true,en,2024-06-07 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PC7T&documenttype=76&market=1447&investmenttype=1&frame=0
45052,FTGF Western Asset Global High Yield Fund Class A US$ Distributing (M) Plus,IE00B7SBJ061,USD,true,en,2012-11-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PC7T&documenttype=76&market=0&investmenttype=1&frame=0
45052,FTGF Western Asset Global High Yield Fund Class A US$ Distributing (M) Plus,IE00B7SBJ061,USD,true,en,2012-11-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PC7T&documenttype=76&market=1432&investmenttype=1&frame=0
13760,BlackRock Global Funds - Systematic Global Equity High Income Fund A2 USD,LU0265550359,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F0000000P6&documenttype=76&market=1447&investmenttype=1&frame=0
13760,BlackRock Global Funds - Systematic Global Equity High Income Fund A2 USD,LU0265550359,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F0000000P6&documenttype=76&market=1447&investmenttype=1&frame=0
45067,Invesco Funds - Invesco Nippon Small/Mid Cap Equity Fund A (USD Hedged) Accumulation USD,LU1075211273,USD,true,zh_TW,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000TW24&documenttype=76&market=1447&investmenttype=1&frame=0
45067,Invesco Funds - Invesco Nippon Small/Mid Cap Equity Fund A (USD Hedged) Accumulation USD,LU1075211273,USD,true,en,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000TW24&documenttype=76&market=1447&investmenttype=1&frame=0
45071,Fidelity Funds - European Dividend Fund A-Acc-EUR,LU0353647737,EUR,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000JZ78&documenttype=76&market=1447&investmenttype=1&frame=0
45071,Fidelity Funds - European Dividend Fund A-Acc-EUR,LU0353647737,EUR,true,zh_TW,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000JZ78&documenttype=76&market=0&investmenttype=1&frame=0
45071,Fidelity Funds - European Dividend Fund A-Acc-EUR,LU0353647737,EUR,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000JZ78&documenttype=76&market=1447&investmenttype=1&frame=0
45071,Fidelity Funds - European Dividend Fund A-Acc-EUR,LU0353647737,EUR,true,en,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000JZ78&documenttype=76&market=0&investmenttype=1&frame=0
45078,Schroder International Selection Fund Asian Dividend Maximiser A Distribution USD MF,LU0955648018,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000QG2U&documenttype=76&market=1447&investmenttype=1&frame=0
45078,Schroder International Selection Fund Asian Dividend Maximiser A Distribution USD MF,LU0955648018,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000QG2U&documenttype=76&market=1447&investmenttype=1&frame=0
18071,Pictet-Clean Energy Transition P USD,LU0280430660,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000000AVS&documenttype=76&market=1447&investmenttype=1&frame=0
18071,Pictet-Clean Energy Transition P USD,LU0280430660,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000000AVS&documenttype=76&market=1447&investmenttype=1&frame=0
45131,Fidelity Funds - Global Financial Services Fund A-DIST-USD,LU0971096721,USD,true,zh_TW,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000QKBK&documenttype=76&market=1447&investmenttype=1&frame=0
45131,Fidelity Funds - Global Financial Services Fund A-DIST-USD,LU0971096721,USD,true,zh_TW,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000QKBK&documenttype=76&market=0&investmenttype=1&frame=0
45131,Fidelity Funds - Global Financial Services Fund A-DIST-USD,LU0971096721,USD,true,en,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000QKBK&documenttype=76&market=1447&investmenttype=1&frame=0
45131,Fidelity Funds - Global Financial Services Fund A-DIST-USD,LU0971096721,USD,true,en,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000QKBK&documenttype=76&market=0&investmenttype=1&frame=0
45136,Fidelity Funds - European High Yield Fund A-Acc-USD (hedged),LU0621411155,USD,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000MFOT&documenttype=76&market=1447&investmenttype=1&frame=0
45136,Fidelity Funds - European High Yield Fund A-Acc-USD (hedged),LU0621411155,USD,true,zh_TW,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000MFOT&documenttype=76&market=0&investmenttype=1&frame=0
45136,Fidelity Funds - European High Yield Fund A-Acc-USD (hedged),LU0621411155,USD,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000MFOT&documenttype=76&market=1447&investmenttype=1&frame=0
45136,Fidelity Funds - European High Yield Fund A-Acc-USD (hedged),LU0621411155,USD,true,en,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000MFOT&documenttype=76&market=0&investmenttype=1&frame=0
45141,BlackRock Global Funds - Global Multi-Asset Income Fund A6 USD,LU0784384876,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000OIH1&documenttype=76&market=1447&investmenttype=1&frame=0
45141,BlackRock Global Funds - Global Multi-Asset Income Fund A6 USD,LU0784384876,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000OIH1&documenttype=76&market=1447&investmenttype=1&frame=0
13772,BlackRock Global Funds - Emerging Markets Local Currency Bond Fund A3,LU0278470132,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000000ENB&documenttype=76&market=1447&investmenttype=1&frame=0
13772,BlackRock Global Funds - Emerging Markets Local Currency Bond Fund A3,LU0278470132,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000000ENB&documenttype=76&market=1447&investmenttype=1&frame=0
16525,Allianz Global Investors Fund - Allianz Japan Equity A USD,LU0348751388,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000000F7R&documenttype=76&market=1447&investmenttype=1&frame=0
16525,Allianz Global Investors Fund - Allianz Japan Equity A USD,LU0348751388,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000000F7R&documenttype=76&market=1447&investmenttype=1&frame=0
13758,BlackRock Global Funds - Global Corporate Bond Fund A2 USD,LU0297942194,USD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000000KR4&documenttype=76&market=1447&investmenttype=1&frame=0
13758,BlackRock Global Funds - Global Corporate Bond Fund A2 USD,LU0297942194,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000000KR4&documenttype=76&market=1447&investmenttype=1&frame=0
18078,Pictet-Russian Equities P USD,LU0338482267,USD,true,zh_TW,2023-09-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000000R5P&documenttype=76&market=1447&investmenttype=1&frame=0
18078,Pictet-Russian Equities P USD,LU0338482267,USD,true,en,2023-09-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000000R5P&documenttype=76&market=1447&investmenttype=1&frame=0
17553,Invesco Funds - Invesco Pan European Equity Fund A Annual Distribution USD,LU0334858593,USD,true,zh_TW,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000001W4W&documenttype=76&market=1447&investmenttype=1&frame=0
17553,Invesco Funds - Invesco Pan European Equity Fund A Annual Distribution USD,LU0334858593,USD,true,zh_TW,2018-10-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000001W4W&documenttype=76&market=1444&investmenttype=1&frame=0
17553,Invesco Funds - Invesco Pan European Equity Fund A Annual Distribution USD,LU0334858593,USD,true,zh_TW,2018-10-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000001W4W&documenttype=76&market=1452&investmenttype=1&frame=0
17553,Invesco Funds - Invesco Pan European Equity Fund A Annual Distribution USD,LU0334858593,USD,true,en,2024-04-29 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000001W4W&documenttype=76&market=1447&investmenttype=1&frame=0
17553,Invesco Funds - Invesco Pan European Equity Fund A Annual Distribution USD,LU0334858593,USD,true,en,2018-10-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000001W4W&documenttype=76&market=1444&investmenttype=1&frame=0
17553,Invesco Funds - Invesco Pan European Equity Fund A Annual Distribution USD,LU0334858593,USD,true,en,2018-10-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000001W4W&documenttype=76&market=1452&investmenttype=1&frame=0
45259,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-mdist,LU0417441200,EUR,true,zh_CN,2015-01-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F000003W1N&documenttype=76&market=1447&investmenttype=1&frame=0
45259,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-mdist,LU0417441200,EUR,true,zh_TW,2024-04-12 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000003W1N&documenttype=76&market=1447&investmenttype=1&frame=0
45259,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-mdist,LU0417441200,EUR,true,en,2024-04-12 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000003W1N&documenttype=76&market=1447&investmenttype=1&frame=0
45259,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-mdist,LU0417441200,EUR,true,en,2012-12-31 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000003W1N&documenttype=76&market=1432&investmenttype=1&frame=0
45271,AB - American Income Portfolio AT CAD H Inc,LU0592505407,CAD,true,zh_TW,2024-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000ME1C&documenttype=76&market=1447&investmenttype=1&frame=0
45271,AB - American Income Portfolio AT CAD H Inc,LU0592505407,CAD,true,en,2024-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000ME1C&documenttype=76&market=1447&investmenttype=1&frame=0
45272,AB - Global High Yield Portfolio AT CAD H Inc,LU0592507361,CAD,true,zh_TW,2024-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000ME1L&documenttype=76&market=1447&investmenttype=1&frame=0
45272,AB - Global High Yield Portfolio AT CAD H Inc,LU0592507361,CAD,true,en,2024-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000ME1L&documenttype=76&market=1447&investmenttype=1&frame=0
45273,AB - Asia Ex-Japan Equity Portfolio AD CAD H Inc,LU0592506397,CAD,true,zh_TW,2024-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000ME38&documenttype=76&market=1447&investmenttype=1&frame=0
45273,AB - Asia Ex-Japan Equity Portfolio AD CAD H Inc,LU0592506397,CAD,true,en,2024-03-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000ME38&documenttype=76&market=1447&investmenttype=1&frame=0
45280,BlackRock Global Funds - Global Equity Income Fund A6 USD,LU0738911758,USD,true,zh_TW,2023-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000NOY1&documenttype=76&market=1447&investmenttype=1&frame=0
45280,BlackRock Global Funds - Global Equity Income Fund A6 USD,LU0738911758,USD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000NOY1&documenttype=76&market=1447&investmenttype=1&frame=0
45283,BlackRock Global Funds - European Fund A2 HKD Hedged,LU0788108743,HKD,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000ODMI&documenttype=76&market=1447&investmenttype=1&frame=0
45283,BlackRock Global Funds - European Fund A2 HKD Hedged,LU0788108743,HKD,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000ODMI&documenttype=76&market=1447&investmenttype=1&frame=0
45286,BlackRock Global Funds - ASEAN Leaders Fund A2 USD,LU0803753879,USD,false,zh_TW,2021-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000OOOF&documenttype=76&market=1447&investmenttype=1&frame=0
45286,BlackRock Global Funds - ASEAN Leaders Fund A2 USD,LU0803753879,USD,false,en,2021-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000OOOF&documenttype=76&market=1447&investmenttype=1&frame=0
45290,Allianz Global Investors Fund - Allianz Income and Growth AM (H2-AUD),LU0820562030,AUD,true,zh_TW,2024-07-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000OXXC&documenttype=76&market=1447&investmenttype=1&frame=0
45290,Allianz Global Investors Fund - Allianz Income and Growth AM (H2-AUD),LU0820562030,AUD,true,en,2024-07-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000OXXC&documenttype=76&market=1447&investmenttype=1&frame=0
18074,Pictet-Latin American Local Currency Debt P USD,LU0325327723,USD,false,zh_TW,2020-07-24 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000247G&documenttype=76&market=1447&investmenttype=1&frame=0
18074,Pictet-Latin American Local Currency Debt P USD,LU0325327723,USD,false,en,2020-07-24 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000247G&documenttype=76&market=1447&investmenttype=1&frame=0
45291,Schroder Asian Asset Income Fund A Distribution AUD Hedged,HK0000126141,AUD,true,zh_TW,2024-03-28 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000OZY0&documenttype=76&market=1447&investmenttype=1&frame=0
45291,Schroder Asian Asset Income Fund A Distribution AUD Hedged,HK0000126141,AUD,true,en,2024-03-28 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000OZY0&documenttype=76&market=1447&investmenttype=1&frame=0
45292,Fidelity Funds - European Dividend Fund A-MINCOME(G)-EUR,LU0857700040,EUR,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000P8JU&documenttype=76&market=1447&investmenttype=1&frame=0
45292,Fidelity Funds - European Dividend Fund A-MINCOME(G)-EUR,LU0857700040,EUR,true,zh_TW,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000P8JU&documenttype=76&market=0&investmenttype=1&frame=0
45292,Fidelity Funds - European Dividend Fund A-MINCOME(G)-EUR,LU0857700040,EUR,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000P8JU&documenttype=76&market=1447&investmenttype=1&frame=0
45292,Fidelity Funds - European Dividend Fund A-MINCOME(G)-EUR,LU0857700040,EUR,true,en,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000P8JU&documenttype=76&market=0&investmenttype=1&frame=0
45294,Schroder International Selection Fund Global Dividend Maximiser A Accumulation EUR Hedged,LU0867894346,EUR,true,zh_TW,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PF7W&documenttype=76&market=1447&investmenttype=1&frame=0
45294,Schroder International Selection Fund Global Dividend Maximiser A Accumulation EUR Hedged,LU0867894346,EUR,true,en,2024-04-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PF7W&documenttype=76&market=1447&investmenttype=1&frame=0
45295,UBS (Lux) Equity SICAV - US Total Yield Sustainable (USD) P-acc,LU0868494617,USD,true,zh_TW,2024-08-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PKSP&documenttype=76&market=1447&investmenttype=1&frame=0
45295,UBS (Lux) Equity SICAV - US Total Yield Sustainable (USD) P-acc,LU0868494617,USD,true,en,2024-08-08 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PKSP&documenttype=76&market=1447&investmenttype=1&frame=0
45296,Fidelity Funds - European High Yield Fund A-MDIST-USD (hedged),LU0882574212,USD,true,zh_TW,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PPKI&documenttype=76&market=1447&investmenttype=1&frame=0
45296,Fidelity Funds - European High Yield Fund A-MDIST-USD (hedged),LU0882574212,USD,true,zh_TW,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PPKI&documenttype=76&market=0&investmenttype=1&frame=0
45296,Fidelity Funds - European High Yield Fund A-MDIST-USD (hedged),LU0882574212,USD,true,en,2024-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PPKI&documenttype=76&market=1447&investmenttype=1&frame=0
45296,Fidelity Funds - European High Yield Fund A-MDIST-USD (hedged),LU0882574212,USD,true,en,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PPKI&documenttype=76&market=0&investmenttype=1&frame=0
45297,Schroder International Selection Fund Global Multi-Asset Income A Distribution AUD Hedged,LU0911024122,AUD,true,zh_CN,2014-12-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=446&investmentid=F00000PRI9&documenttype=76&market=1447&investmenttype=1&frame=0
45297,Schroder International Selection Fund Global Multi-Asset Income A Distribution AUD Hedged,LU0911024122,AUD,true,zh_TW,2024-04-03 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PRI9&documenttype=76&market=1447&investmenttype=1&frame=0
45297,Schroder International Selection Fund Global Multi-Asset Income A Distribution AUD Hedged,LU0911024122,AUD,true,zh_TW,2013-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PRI9&documenttype=76&market=0&investmenttype=1&frame=0
45297,Schroder International Selection Fund Global Multi-Asset Income A Distribution AUD Hedged,LU0911024122,AUD,true,en,2024-04-03 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PRI9&documenttype=76&market=1447&investmenttype=1&frame=0
45297,Schroder International Selection Fund Global Multi-Asset Income A Distribution AUD Hedged,LU0911024122,AUD,true,en,2013-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F00000PRI9&documenttype=76&market=0&investmenttype=1&frame=0
13743,BlackRock Global Funds - Asia Pacific Equity Income Fund A2 USD,LU0414403419,USD,false,zh_TW,2022-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F000004466&documenttype=76&market=1447&investmenttype=1&frame=0
13743,BlackRock Global Funds - Asia Pacific Equity Income Fund A2 USD,LU0414403419,USD,false,en,2022-10-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=451&investmentid=F000004466&documenttype=76&market=1447&investmenttype=1&frame=0
45301,Fidelity Funds - Asian High Yield Fund A-MINCOME(G)-USD,LU0937949237,USD,true,zh_TW,2024-08-30 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PZRJ&documenttype=76&market=1447&investmenttype=1&frame=0
45301,Fidelity Funds - Asian High Yield Fund A-MINCOME(G)-USD,LU0937949237,USD,true,zh_TW,2017-08-01 00:00:00.000,https://doc.morningstar.com/LatestDoc.aspx?clientid=financebas&key=ffc5293c860e9242&language=447&investmentid=F00000PZRJ&documenttype=76&market=0&investmenttype=1&frame=0
